-1791858.8102252963	  inf
-1355149.0566579741	2.43719e-01
-1352030.8511778270	2.30101e-03
-1351807.1463703662	1.65458e-04
-1352861.1668686233	-7.79712e-04
-1351991.6411067927	6.42731e-04
-1353228.2652784924	-9.14669e-04
-1353845.2065818990	-4.55903e-04
-1354500.7754777493	-4.84227e-04
-1354700.3590165719	-1.47348e-04
-1354493.9600074680	1.52358e-04
-1353793.7156291383	5.16979e-04
-1352878.4039239290	6.76109e-04
-1351743.4449987449	8.38922e-04
-1350375.2339985806	1.01218e-03
-1348950.7087001405	1.05491e-03
-1347488.2243117660	1.08416e-03
-1346040.3209007639	1.07452e-03
-1344571.1245891780	1.09150e-03
-1342823.5021062884	1.29976e-03
-1341178.5178687610	1.22502e-03
-1339434.9367921429	1.30004e-03
-1337780.6968615386	1.23503e-03
-1336001.5371408795	1.32993e-03
-1334267.6215363352	1.29784e-03
-1332662.5119643363	1.20299e-03
-1331111.5294794349	1.16382e-03
-1329648.4882129666	1.09911e-03
-1328254.9155556441	1.04808e-03
-1326943.3377457929	9.87444e-04
-1325750.9031951474	8.98633e-04
-1324651.6078297871	8.29187e-04
-1323661.3371506757	7.47571e-04
-1322777.2861866900	6.67883e-04
-1321947.9945520980	6.26932e-04
-1321214.8343287772	5.54606e-04
-1320468.3953123568	5.64964e-04
-1319854.4564897181	4.64940e-04
-1319294.5204232079	4.24241e-04
-1318841.3481436085	3.43496e-04
-1318431.7612867518	3.10566e-04
-1317997.9730484993	3.29018e-04
-1317640.2740376564	2.71396e-04
-1317314.1190783670	2.47530e-04
-1317033.5431670416	2.12991e-04
-1316790.1064387746	1.84837e-04
-1316562.3413596840	1.72970e-04
-1316336.3452803770	1.71656e-04
-1316145.5458291019	1.44947e-04
-1315989.0574904012	1.18899e-04
-1315810.9264221480	1.35359e-04
-1315606.7035587279	1.55207e-04
-1315430.8489699580	1.33668e-04
-1315286.5186079228	1.09721e-04
-1315154.3565925343	1.00482e-04
-1315008.1401598749	1.11178e-04
-1314863.8265023613	1.09744e-04
-1314729.8731778259	1.01876e-04
-1314605.3618443867	9.47049e-05
